dec,bin,gray
55281,1101011111110001,1011110000001001
55282,1101011111110010,1011110000001011
55283,1101011111110011,1011110000001010
55284,1101011111110100,1011110000001110
55285,1101011111110101,1011110000001111
55286,1101011111110110,1011110000001101
55287,1101011111110111,1011110000001100
55288,1101011111111000,1011110000000100
55289,1101011111111001,1011110000000101
55290,1101011111111010,1011110000000111
55291,1101011111111011,1011110000000110
55292,1101011111111100,1011110000000010
55293,1101011111111101,1011110000000011
55294,1101011111111110,1011110000000001
55295,1101011111111111,1011110000000000
55296,1101100000000000,1011010000000000
55297,1101100000000001,1011010000000001
55298,1101100000000010,1011010000000011
55299,1101100000000011,1011010000000010
55300,1101100000000100,1011010000000110
55301,1101100000000101,1011010000000111
55302,1101100000000110,1011010000000101
55303,1101100000000111,1011010000000100
55304,1101100000001000,1011010000001100
55305,1101100000001001,1011010000001101
55306,1101100000001010,1011010000001111
55307,1101100000001011,1011010000001110
55308,1101100000001100,1011010000001010
55309,1101100000001101,1011010000001011
55310,1101100000001110,1011010000001001
55311,1101100000001111,1011010000001000
55312,1101100000010000,1011010000011000
55313,1101100000010001,1011010000011001
55314,1101100000010010,1011010000011011
55315,1101100000010011,1011010000011010
55316,1101100000010100,1011010000011110
55317,1101100000010101,1011010000011111
55318,1101100000010110,1011010000011101
55319,1101100000010111,1011010000011100
55320,1101100000011000,1011010000010100
55321,1101100000011001,1011010000010101
55322,1101100000011010,1011010000010111
55323,1101100000011011,1011010000010110
55324,1101100000011100,1011010000010010
55325,1101100000011101,1011010000010011
55326,1101100000011110,1011010000010001
55327,1101100000011111,1011010000010000
55328,1101100000100000,1011010000110000
55329,1101100000100001,1011010000110001
55330,1101100000100010,1011010000110011
55331,1101100000100011,1011010000110010
55332,1101100000100100,1011010000110110
55333,1101100000100101,1011010000110111
55334,1101100000100110,1011010000110101
55335,1101100000100111,1011010000110100
55336,1101100000101000,1011010000111100
55337,1101100000101001,1011010000111101
55338,1101100000101010,1011010000111111
55339,1101100000101011,1011010000111110
55340,1101100000101100,1011010000111010
55341,1101100000101101,1011010000111011
55342,1101100000101110,1011010000111001
55343,1101100000101111,1011010000111000
55344,1101100000110000,1011010000101000
55345,1101100000110001,1011010000101001
55346,1101100000110010,1011010000101011
55347,1101100000110011,1011010000101010
55348,1101100000110100,1011010000101110
55349,1101100000110101,1011010000101111
55350,1101100000110110,1011010000101101
55351,1101100000110111,1011010000101100
55352,1101100000111000,1011010000100100
55353,1101100000111001,1011010000100101
55354,1101100000111010,1011010000100111
55355,1101100000111011,1011010000100110
55356,1101100000111100,1011010000100010
55357,1101100000111101,1011010000100011
55358,1101100000111110,1011010000100001
55359,1101100000111111,1011010000100000
55360,1101100001000000,1011010001100000
55361,1101100001000001,1011010001100001
55362,1101100001000010,1011010001100011
55363,1101100001000011,1011010001100010
55364,1101100001000100,1011010001100110
55365,1101100001000101,1011010001100111
55366,1101100001000110,1011010001100101
55367,1101100001000111,1011010001100100
55368,1101100001001000,1011010001101100
55369,1101100001001001,1011010001101101
55370,1101100001001010,1011010001101111
55371,1101100001001011,1011010001101110
55372,1101100001001100,1011010001101010
55373,1101100001001101,1011010001101011
55374,1101100001001110,1011010001101001
55375,1101100001001111,1011010001101000
55376,1101100001010000,1011010001111000
55377,1101100001010001,1011010001111001
55378,1101100001010010,1011010001111011
55379,1101100001010011,1011010001111010
55380,1101100001010100,1011010001111110
55381,1101100001010101,1011010001111111
55382,1101100001010110,1011010001111101
55383,1101100001010111,1011010001111100
55384,1101100001011000,1011010001110100
55385,1101100001011001,1011010001110101
55386,1101100001011010,1011010001110111
55387,1101100001011011,1011010001110110
55388,1101100001011100,1011010001110010
55389,1101100001011101,1011010001110011
55390,1101100001011110,1011010001110001
55391,1101100001011111,1011010001110000
55392,1101100001100000,1011010001010000
55393,1101100001100001,1011010001010001
55394,1101100001100010,1011010001010011
55395,1101100001100011,1011010001010010
55396,1101100001100100,1011010001010110
55397,1101100001100101,1011010001010111
55398,1101100001100110,1011010001010101
55399,1101100001100111,1011010001010100
55400,1101100001101000,1011010001011100
55401,1101100001101001,1011010001011101
55402,1101100001101010,1011010001011111
55403,1101100001101011,1011010001011110
55404,1101100001101100,1011010001011010
55405,1101100001101101,1011010001011011
55406,1101100001101110,1011010001011001
55407,1101100001101111,1011010001011000
55408,1101100001110000,1011010001001000
55409,1101100001110001,1011010001001001
55410,1101100001110010,1011010001001011
55411,1101100001110011,1011010001001010
55412,1101100001110100,1011010001001110
55413,1101100001110101,1011010001001111
55414,1101100001110110,1011010001001101
55415,1101100001110111,1011010001001100
55416,1101100001111000,1011010001000100
55417,1101100001111001,1011010001000101
55418,1101100001111010,1011010001000111
55419,1101100001111011,1011010001000110
55420,1101100001111100,1011010001000010
55421,1101100001111101,1011010001000011
55422,1101100001111110,1011010001000001
55423,1101100001111111,1011010001000000
55424,1101100010000000,1011010011000000
55425,1101100010000001,1011010011000001
55426,1101100010000010,1011010011000011
55427,1101100010000011,1011010011000010
55428,1101100010000100,1011010011000110
55429,1101100010000101,1011010011000111
55430,1101100010000110,1011010011000101
55431,1101100010000111,1011010011000100
55432,1101100010001000,1011010011001100
55433,1101100010001001,1011010011001101
55434,1101100010001010,1011010011001111
55435,1101100010001011,1011010011001110
55436,1101100010001100,1011010011001010
55437,1101100010001101,1011010011001011
55438,1101100010001110,1011010011001001
55439,1101100010001111,1011010011001000
55440,1101100010010000,1011010011011000
55441,1101100010010001,1011010011011001
55442,1101100010010010,1011010011011011
55443,1101100010010011,1011010011011010
55444,1101100010010100,1011010011011110
55445,1101100010010101,1011010011011111
55446,1101100010010110,1011010011011101
55447,1101100010010111,1011010011011100
55448,1101100010011000,1011010011010100
55449,1101100010011001,1011010011010101
55450,1101100010011010,1011010011010111
55451,1101100010011011,1011010011010110
55452,1101100010011100,1011010011010010
55453,1101100010011101,1011010011010011
55454,1101100010011110,1011010011010001
55455,1101100010011111,1011010011010000
55456,1101100010100000,1011010011110000
55457,1101100010100001,1011010011110001
55458,1101100010100010,1011010011110011
55459,1101100010100011,1011010011110010
55460,1101100010100100,1011010011110110
55461,1101100010100101,1011010011110111
55462,1101100010100110,1011010011110101
55463,1101100010100111,1011010011110100
55464,1101100010101000,1011010011111100
55465,1101100010101001,1011010011111101
55466,1101100010101010,1011010011111111
55467,1101100010101011,1011010011111110
55468,1101100010101100,1011010011111010
55469,1101100010101101,1011010011111011
55470,1101100010101110,1011010011111001
55471,1101100010101111,1011010011111000
55472,1101100010110000,1011010011101000
55473,1101100010110001,1011010011101001
55474,1101100010110010,1011010011101011
55475,1101100010110011,1011010011101010
55476,1101100010110100,1011010011101110
55477,1101100010110101,1011010011101111
55478,1101100010110110,1011010011101101
55479,1101100010110111,1011010011101100
55480,1101100010111000,1011010011100100
55481,1101100010111001,1011010011100101
55482,1101100010111010,1011010011100111
55483,1101100010111011,1011010011100110
55484,1101100010111100,1011010011100010
55485,1101100010111101,1011010011100011
55486,1101100010111110,1011010011100001
55487,1101100010111111,1011010011100000
55488,1101100011000000,1011010010100000
55489,1101100011000001,1011010010100001
55490,1101100011000010,1011010010100011
55491,1101100011000011,1011010010100010
55492,1101100011000100,1011010010100110
55493,1101100011000101,1011010010100111
55494,1101100011000110,1011010010100101
55495,1101100011000111,1011010010100100
55496,1101100011001000,1011010010101100
55497,1101100011001001,1011010010101101
55498,1101100011001010,1011010010101111
55499,1101100011001011,1011010010101110
55500,1101100011001100,1011010010101010
55501,1101100011001101,1011010010101011
55502,1101100011001110,1011010010101001
55503,1101100011001111,1011010010101000
55504,1101100011010000,1011010010111000
55505,1101100011010001,1011010010111001
55506,1101100011010010,1011010010111011
55507,1101100011010011,1011010010111010
55508,1101100011010100,1011010010111110
55509,1101100011010101,1011010010111111
55510,1101100011010110,1011010010111101
55511,1101100011010111,1011010010111100
55512,1101100011011000,1011010010110100
55513,1101100011011001,1011010010110101
55514,1101100011011010,1011010010110111
55515,1101100011011011,1011010010110110
55516,1101100011011100,1011010010110010
55517,1101100011011101,1011010010110011
55518,1101100011011110,1011010010110001
55519,1101100011011111,1011010010110000
55520,1101100011100000,1011010010010000
55521,1101100011100001,1011010010010001
55522,1101100011100010,1011010010010011
55523,1101100011100011,1011010010010010
55524,1101100011100100,1011010010010110
55525,1101100011100101,1011010010010111
55526,1101100011100110,1011010010010101
55527,1101100011100111,1011010010010100
55528,1101100011101000,1011010010011100
55529,1101100011101001,1011010010011101
55530,1101100011101010,1011010010011111
55531,1101100011101011,1011010010011110
55532,1101100011101100,1011010010011010
55533,1101100011101101,1011010010011011
55534,1101100011101110,1011010010011001
55535,1101100011101111,1011010010011000
55536,1101100011110000,1011010010001000
55537,1101100011110001,1011010010001001
55538,1101100011110010,1011010010001011
55539,1101100011110011,1011010010001010
55540,1101100011110100,1011010010001110
55541,1101100011110101,1011010010001111
55542,1101100011110110,1011010010001101
55543,1101100011110111,1011010010001100
55544,1101100011111000,1011010010000100
55545,1101100011111001,1011010010000101
55546,1101100011111010,1011010010000111
55547,1101100011111011,1011010010000110
55548,1101100011111100,1011010010000010
55549,1101100011111101,1011010010000011
55550,1101100011111110,1011010010000001
55551,1101100011111111,1011010010000000
55552,1101100100000000,1011010110000000
55553,1101100100000001,1011010110000001
55554,1101100100000010,1011010110000011
55555,1101100100000011,1011010110000010
55556,1101100100000100,1011010110000110
55557,1101100100000101,1011010110000111
55558,1101100100000110,1011010110000101
55559,1101100100000111,1011010110000100
55560,1101100100001000,1011010110001100
55561,1101100100001001,1011010110001101
55562,1101100100001010,1011010110001111
55563,1101100100001011,1011010110001110
55564,1101100100001100,1011010110001010
55565,1101100100001101,1011010110001011
55566,1101100100001110,1011010110001001
55567,1101100100001111,1011010110001000
55568,1101100100010000,1011010110011000
55569,1101100100010001,1011010110011001
55570,1101100100010010,1011010110011011
55571,1101100100010011,1011010110011010
55572,1101100100010100,1011010110011110
55573,1101100100010101,1011010110011111
55574,1101100100010110,1011010110011101
55575,1101100100010111,1011010110011100
55576,1101100100011000,1011010110010100
55577,1101100100011001,1011010110010101
55578,1101100100011010,1011010110010111
55579,1101100100011011,1011010110010110
55580,1101100100011100,1011010110010010
55581,1101100100011101,1011010110010011
55582,1101100100011110,1011010110010001
